"file_name","processing_success","processing_time","pattern_detected","metabolites_total","metabolites_converted","conversion_rate","problems_detected","error_message"
"Rhizophagus_clarus_gca_003203555.RclarusHR1_1.0.sbml",TRUE,32.2533392906189,"simple_bigg",1495,NA,57.3,0,NA
"Rhizophagus_irregularis_daom_181602_daom_197198_gca_002897155.Rir_HGAP_ii_V2.sbml",TRUE,31.7201578617096,"simple_bigg",1579,NA,56.7,0,NA
"Rhizophagus_irregularis_DAOM_181602=DAOM_197198_GCF_000439145.1.sbml",TRUE,32.198105096817,"simple_bigg",1620,NA,54.9,0,NA
"Rhizophagus_irregularis_daom_197198w_gca_000597685.Rir.sbml",TRUE,32.3777375221252,"simple_bigg",1628,NA,55.2,0,NA
"Rhizophagus_irregularis_gca_001593125.ASM159312v1.sbml",TRUE,32.6860744953156,"simple_bigg",1652,NA,55.2,0,NA
"Rhizophagus_irregularis_gca_001593145.ASM159314v1.sbml",TRUE,32.9017026424408,"simple_bigg",1614,NA,55.6,0,NA
"Rhizophagus_irregularis_gca_001593155.ASM159315v1.sbml",TRUE,31.9341824054718,"simple_bigg",1564,NA,54.5,0,NA
"Rhizophagus_irregularis_gca_001593205.ASM159320v1.sbml",TRUE,32.5919449329376,"simple_bigg",1630,NA,55,0,NA
"Rhizophagus_sp._MUCL_43196_GCA_003549995.1.sbml",TRUE,32.230349779129,"simple_bigg",1623,NA,55.8,0,NA
"Rhizopus_azygosporus_CBS_357.93_GCA_003325435.1.sbml",TRUE,33.608743429184,"simple_bigg",1660,NA,55.4,0,NA
"Rhizopus_delemar_ra_99_880_gca_000149305.RO3.sbml",TRUE,33.3440353870392,"simple_bigg",1687,NA,56.2,0,NA
"Rhizopus_microsporus_ATCC_52813_GCF_002708625.1.sbml",TRUE,33.2568991184235,"simple_bigg",1623,NA,56.6,0,NA
"Rhizopus_microsporus_gca_000825725.Rmicro_CBS_344.29_Allpaths-LG.sbml",TRUE,32.5071363449097,"simple_bigg",1550,NA,56,0,NA
"Rhizopus_microsporus_gca_002083735.Rhimi_ATCC11559_1.sbml",TRUE,32.5899791717529,"simple_bigg",1602,NA,57.1,0,NA
"Rhizopus_microsporus_gca_900000135.RMATCC62417_Allpaths-LG.sbml",TRUE,34.1645445823669,"simple_bigg",1584,NA,56.7,0,NA
"Rhizopus_microsporus_var_microsporus_gca_002083745.Rhimi_ATCC52814_1.sbml",TRUE,33.4367830753326,"simple_bigg",1611,NA,56.1,0,NA
"Rhizopus_stolonifer_LSU_92-RS-03_GCA_003325415.1.sbml",TRUE,32.7768061161041,"simple_bigg",1575,NA,57.9,0,NA
"Rhodotorula_diobovata_UCD-FST_08-225_GCA_006352295.1-O--247.306813908528.sbml.sbml",TRUE,26.1952652931213,"simple_bigg",1037,NA,74.3,0,NA
"Rhodotorula_diobovata_UCD-FST_08-225_GCA_006352295.1.sbml",TRUE,37.0383422374725,"simple_bigg",2015,NA,58.7,0,NA
"Rhodotorula_graminis_WP1_GCF_001329695.1.sbml",TRUE,33.9359471797943,"simple_bigg",1695,NA,56.8,0,NA
"Rhodotorula_sp_jg_1b_gca_001541205.Rhosp1.sbml",TRUE,33.7646343708038,"simple_bigg",1726,NA,55.9,0,NA
"Rhodotorula_sp._CCFEE_5036_GCA_005059875.1.sbml",TRUE,32.5389952659607,"simple_bigg",1659,NA,55.6,0,NA
"Rhodotorula_taiwanensis_gca_002922495.ASM292249v1.sbml",TRUE,33.6576459407806,"simple_bigg",1704,NA,53.6,0,NA
"Rhodotorula_toruloides_gca_001255795.IFO0880_HGAP3_v1.sbml",TRUE,32.8732979297638,"simple_bigg",1586,NA,56.7,0,NA
"Rhodotorula_toruloides_GCA_003234015.1.sbml",TRUE,32.5235509872437,"simple_bigg",1628,NA,56.5,0,NA
"Rhodotorula_toruloides_NBRC_0880_GCA_000988875.2.sbml",TRUE,32.7402338981628,"simple_bigg",1620,NA,57.2,0,NA
"Rhodotorula_toruloides_NBRC10032_GCA_007990605.1.sbml",TRUE,32.487224817276,"simple_bigg",1615,NA,56.8,0,NA
"Rhodotorula_toruloides_np11_gca_000320785.RHOziaDV1.0.sbml",TRUE,33.3710865974426,"simple_bigg",1669,NA,57.2,0,NA
"Rhodotorula_toruloides_NP11_GCF_000320785.1.sbml",TRUE,32.5732774734497,"simple_bigg",1645,NA,56.9,0,NA
"Scleroderma_citrinum_foug_a_gca_000827425.Scleroderma_citrinum_Foug_A_v1.0.sbml",TRUE,33.4345703125,"simple_bigg",1598,NA,57.9,0,NA
"Suillus_luteus_uh_slu_lm8_n1_gca_000827255.Suilu1.sbml",TRUE,31.4490404129028,"simple_bigg",1514,NA,60,0,NA
"Tremella_mesenterica_ATCC_28783_GCA_004117975.1.sbml",TRUE,31.4542093276978,"simple_bigg",1497,NA,59.3,0,NA
"Tremella_mesenterica_DSM_1558_Fries_GCF_000271645.1.sbml",TRUE,31.4611797332764,"simple_bigg",1490,NA,59.6,0,NA
"Trichoderma_arundinaceum_IBT_40837_GCA_003012105.1.sbml",TRUE,31.7012581825256,"simple_bigg",1482,NA,61.7,0,NA
